episome	episomes
bypass	bypassed|bypasses
needleful	needlefuls
necromancer	necromancers
wally	wallies
rance	rances
goddaughter	goddaughters
disseat	disseating|disseats|disseated
probing	probes|probed|probe|probings
trier	triers
ufo	ufos
forpined	forpine|forpining
blunderer	blunderers
ingathering	ingathers|ingather|ingathered
aphasic	aphasics
bastion	bastions|bastioned
transducing	transduce|transduced
adder	adders
prerecord	prerecords|prerecording|prerecorded
unisexed	unisex|unisexes
abjection	abjections
tartan	tartans
trailblazer	trailblazers
reminisce	reminisced|reminisces|reminiscing
crawfish	crawfished|crawfishing|crawfishes
flyman	flymen
macron	macrons
philosophizer	philosophizers
reprogram	reprogramming|reprograms|reprogrammed
injure	injures|injured|injuring
overplay	overplays|overplaying|overplayed
solanine	solanines
inject	injecting|injects|injected
pegleg	peglegged
lappet	lappets
codfish	codfishing|codfishes
compulsive	compulsives
declination	declinations
legateship	legateships
lungi	lungis
reseat	reseats|reseated|reseating
wording	words|wordings|worded|word
ponton	pontons
usury	usuries
dashboard	dashboards
bailsman	bailsmen
sylph	sylphs
stallion	stallions
springbok	springboks
eutectic	eutectics
dethrone	dethroning|dethroned|dethrones
gizmo	gizmos
endoskeleton	endoskeletons
mime	miming|mimes|mimed
pastiche	pastiches
distribution	distributions
equivocality	equivocalities
put	puts|putting
syrup	syrups|syruped
miniate	miniated|miniating
deliberation	deliberations
modulator	modulators
whirlwind	whirlwinds
cent	cents
trophy	trophying|trophies|trophied
puncher	punchers
duck	ducks|ducking|ducked
hours	hour
weeper	weepers
pretzel	pretzels
simulacrum	simulacrums
learning	learn|learnings|learnt|learns
antapex	antapexes
coastline	coastlines
palladium	palladiums
uphold	upheld|upholds|upholding
sameness	samenesses
witted	wits|wit|witting
lobotomized	lobotomizing|lobotomize
cymbalist	cymbalists
easting	easted|easts|eastings|east
outvoice	outvoices|outvoicing|outvoiced
basketful	basketfuls
bolo	boloing|boloed|bolos
autarchy	autarchies
puling	pulings|pule|pules|puled
petrographer	petrographers
disseize	disseized|disseizes
dewlapped	dewlap|dewlaps
glamour	glamours|glamouring|glamoured
bond	bonds|bonding|bonded
onion	onions
mob	mobbing|mobbed|mobs
threshing	thresh|threshes|threshed
express	expresses|expressed|expressing
flat	flats|flatted|flatting
typist	typists
flagellation	flagellations
program	programmed|programs|programming
bollard	bollards
re-join	rejoined
asking	ask|asks|askings|asked
tamarisk	tamarisks
muster	mustering|musters|mustered
virelay	virelays
entablature	entablatured
spelter	spelters
tele	teles
shattering	shatters|shattered|shatter
slapping	slapped|slaps|slap
pedicel	pedicelled|pedicels
defile	defiles|defiled|defiling
exacting	exact|exacts|exacted
radome	radomes
incident	incidents
suggest	suggested|suggests|suggesting
lignification	lignifications
croak	croaked|croaks|croaking
col	colling|cols
pate	pated|pates
year	yeared|years
mnemonics	mnemonic
italian	italians
submariner	submariners
mousse	mousses
civilized	civilizing|civilizes|civilize
bunting	bunts|bunt|bunted|buntings
extensor	extensors
japan	japanning|japanned|japans
poacher	poachers
bugler	buglers
vilification	vilifications
profferer	profferers
medullated	medullate
canaille	canailles
straightway	straightways
desegregate	desegregated|desegregates|desegregating
elucidation	elucidations
reptile	reptiles
medicine	medicining|medicined|medicines
diversified	diversify|diversifies|diversifying
mete	meting|meted|metes
serotype	serotypes
deferral	deferrals
despatch	despatches|despatching|despatched
judiciary	judiciaries
hagbut	hagbuts
routine	routines
overgraze	overgrazing|overgrazed|overgrazes
will	wills|willed|willing|won't
overheads	overhead
unfit	unfitted|unfitting|unfits
shag	shagging|shagged|shags
over	overs
vinegar	vinegars
narrator	narrators
flinch	flinching|flinched|flinches
gelatinize	gelatinizing|gelatinized
pitman	pitmen|pitmans
subduct	subducts|subducting|subducted
roulade	roulades
cemetery	cemeteries
receiver	receivers
enrich	enriches|enriching|enriched
philter	philters
leeway	leeways
demote	demoted|demotes|demoting
rollick	rollicking|rollicked|rollicks
retting	ret|retted|rets
senor	senors
reactionary	reactionaries
puggree	puggrees
spirituality	spiritualities
facing	facings|face|faces|faced
crackbrain	crackbrained
chafing	chafe|chafes|chafed
effort	efforts
tapestried	tapestry|tapestries|tapestrying
discord	discords|discording|discorded
insectarium	insectariums
antiskid	antiskidding
air	airs|aired|airing
tel	telling
valuables	valuable
silesia	silesias
chard	chards
discipline	disciplines|disciplined|disciplining
udder	udders
bestrew	bestrewed|bestrewn|bestrewing|bestrews
bootstrapping	bootstrapped|bootstraps|bootstrap
capitalized	capitalize|capitalizing|capitalizes
vill	vills
rugby	rugbies
titillation	titillations
leveler	levelers
punctured	puncture|puncturing|punctures
perambulation	perambulations
foolery	fooleries
abscission	abscissions
outwatch	outwatched|outwatches|outwatching
requirement	requirements
celebrated	celebrating|celebrate|celebrates
synonymize	synonymizing|synonymized
underline	underlines|underlining|underlined
jaconet	jaconets
unfix	unfixes|unfixing|unfixed
vivify	vivifies|vivifying|vivified
criterion	criterions|criteria
crudite	crudites
duckbill	duckbills
offering	offerings|offers|offered|offer
thinner	thinners
caulk	caulking|caulked|caulks
greasing	greased|greases|grease
unplanned	unplanning|unplan
annulate	annulated
hock	hocks|hocked|hocking
bestiary	bestiaries
conjoint	conjoints
sweeper	sweepers
eyebrow	eyebrows
predetermination	predeterminations
nostrum	nostrums
titillating	titillate|titillated|titillates
atomizer	atomizers
duo	duos
nagger	naggers
pixie	pixies
imprint	imprints|imprinted|imprinting
uncoated	uncoat
layman	laymen
gad	gads|gadding|gadded
autogamy	autogamies
synapse	synapsing|synapsed|synapses
monstrosity	monstrosities
intending	intend|intended|intends
aroma	aromas
civilise	civilising|civilised|civilises
butterfly	butterflies|butterflying|butterflied
bluff	bluffed|bluffing|bluffs
totemism	totemisms
concerned	concerning|concern|concerns
skiffling	skiffle|skiffles|skiffled
gem	gemming|gems|gemmed
cuppa	cuppas
collectivize	collectivizing|collectivized|collectivizes
exonerate	exonerates|exonerating|exonerated
divinise	divinised|divinises|divinising
unsinew	unsinewing|unsinewed
architect	architects
latitude	latitudes
golosh	goloshes
cofactor	cofactors
tosh	toshes
pogrom	pogroms
frivol	frivols|frivolled|frivolling
lumen	lumina|lumens
tangle	tangling|tangled|tangles
hailstorm	hailstorms
treenail	treenails
tapioca	tapiocas
uninstructed	uninstructing
contingency	contingencies
clothing	clothe|clothings|clothes|clothed
coulter	coulters
semidrying	semidry|semidried
festivity	festivities
serialization	serializations
essential	essentials
cento	centos
suburbanite	suburbanites
solitary	solitaries
ontology	ontologies
technician	technicians
fuze	fuzed|fuzes|fuzing
pariah	pariahs
disconnect	disconnects|disconnected|disconnecting
hamper	hampered|hampers|hampering
prink	prinked|prinks|prinking
synthesize	synthesizing|synthesized|synthesizes
pomeranian	pomeranians
cedilla	cedillas
tatters	tattering|tatter|tattered
cutwater	cutwaters
boule	boules
obscenity	obscenities
eff	effs
vestige	vestiges
swag	swagged|swags|swagging
raticide	raticides
prorogation	prorogations
athenaeum	athenaeums
forsythia	forsythias
transcend	transcended|transcending|transcends
guerilla	guerillas
diabase	diabases
puck	pucks
bravery	braveries
uterus	uteri
oversoul	oversouls
zap	zaps|zapping|zapped
empressement	empressements
hebraize	hebraizes|hebraizing|hebraized
dandler	dandlers
speculate	speculating|speculated|speculates
coachman	coachmen
velleity	velleities
defuse	defuses|defusing|defused
algorithm	algorithms
utilize	utilized|utilizing|utilizes
contribute	contributes|contributing|contributed
druse	drused|druses
lignin	lignins
consort	consorted|consorting|consorts
blacktop	blacktopped|blacktops|blacktopping
yoke	yoked|yoking|yokes
goony	goonies
outcross	outcrossing|outcrosses|outcrossed
emetine	emetines
rev	revs|revved|revving
beatify	beatifying|beatified|beatifies
electrocardiogram	electrocardiograms
viscount	viscounts
federalization	federalizations
riot	riots|rioted|rioting
chinchilla	chinchillas
pragmatic	pragmatics
shrinking	shrunk|shrunken|shrinks|shrink
clam	clammed|clamming|clams
schwa	schwas
decigram	decigrams
recessional	recessionals
imaginary	imaginaries
crypto	cryptos
it	they|its
staunch	staunches|staunching|staunched
compartmentalize	compartmentalizes|compartmentalized|compartmentalizing
hellebore	hellebores
deterioration	deteriorations
aver	avers|averring|averred
helminth	helminths
fascist	fascists
truncated	truncate|truncating|truncates
communicator	communicators
unsolaced	unsolacing
message	messaged|messaging|messages
hms	hm
grey	greying|greys|greyed
fission	fissions|fissioned|fissioning
prolongate	prolongating|prolongated
mission	missions|missioned|missioning
thyme	thymes
corresponding	correspond|corresponds|corresponded
noughts	nought
norman	normans
baking	bakes|bakings|bake|baked
fabricate	fabricating|fabricates|fabricated
plod	plods|plodding|plodded
foehn	foehns
undirected	undirect
thriven	thrive|thrives|thriving|thrived
streaker	streakers
load	loaded|loads|loading
inlet	inlets|inletting
glossematics	glossematic
cobra	cobras
endosmosis	endosmoses
misinstruct	misinstructs|misinstructing|misinstructed
clasp	clasping|clasps|clasped
eft	efts
propertied	property|properties
corrie	corries
plumb	plumbing|plumbed|plumbs
wasteland	wastelands
ed	eds
carpenter	carpentered|carpenters|carpentering
gaudy	gaudies
uncurb	uncurbing|uncurbs|uncurbed
boudoir	boudoirs
petite	petites
dray	draying|drayed|drays
turn	turning|turned|turns
misogyny	misogynies
avocation	avocations
axon	axons
resile	resiles|resiling|resiled
these	theses
above	aboves
antifoaming	antifoam
banger	bangers
inked	inks|ink|inking
avenger	avengers
hogan	hogans
bacteriologist	bacteriologists
preannounce	preannounced|preannounces|preannouncing
rundle	rundles
basilisk	basilisks
capsule	capsules|capsuling|capsuled
unflagging	unflagged|unflag
unanchor	unanchors
catkin	catkins
pilaster	pilasters
ulema	ulemas
fritter	frittering|frittered|fritters
slagging	slag|slags|slagged
figure	figuring|figures|figured
spinifex	spinifexes
unattired	unattire
esthesia	esthesias
infinitesimal	infinitesimals
callus	callused|calluses|callusing
sweepstake	sweepstakes
formulary	formularies
employed	employ|employs|employing
curtain	curtained|curtains|curtaining
donee	donees
spindling	spindle|spindled|spindles
debrief	debriefing|debriefed|debriefs
overflow	overflows|overflowed|overflowing
defend	defending|defends|defended
cairned	cairn|cairns
thumb	thumbed|thumbing|thumbs
mixed	mixing|mix|mixes
whirr	whirrs|whirs|whirred|whirring
pleura	pleuras
nautical	nauticals
sharecrop	sharecropped|sharecrops|sharecropping
unicycle	unicycles
discounting	discounts|discount|discounted
persister	persisters
pastrami	pastramis
palindrome	palindromes
slab	slabbing|slabs|slabbed
wedgy	wedgies
knead	kneaded|kneading|kneads
venting	vent|vented|vents
injurer	injurers
articulation	articulations
adage	adages
hypopharynx	hypopharynxes|hypopharynges
beagle	beagling|beagles
lamentation	lamentations
substantiate	substantiating|substantiates|substantiated
uncovered	uncovers|uncovering|uncover
withering	withered|wither|withers
pharmacologist	pharmacologists
bucker	buckers
unrealized	unrealize|unrealizing
fascine	fascines
outfield	outfields|outfielded|outfielding
wobbler	wobblers
bubal	bubals
ree	rees
megalith	megaliths
protozoan	protozoans
depone	deponing|deponed|depones
overspend	overspends|overspent|overspending
t	ted|ts|ting
dualist	dualists
earmuff	earmuffs
bound	binds|binding|bounds
dissaving	dissaved|dissaves|dissave
corporation	corporations
juvenile	juveniles
collotype	collotyping|collotyped
coincidence	coincidences
sandalled	sandalling|sandal|sandals
cudbear	cudbears
anvil	anvilled|anvils|anvilling
fiefdom	fiefdoms
defog	defogs|defogged|defogging
vertebrated	vertebrates|vertebrate
pet	petted|petting|pets
convolute	convoluted|convoluting
pasteurize	pasteurizing|pasteurized|pasteurizes
abiogenesis	abiogeneses
spiracle	spiracles
gens	gen
ranger	rangers
nobble	nobbles|nobbled|nobbling
stitching	stitched|stitch|stitches
ragman	ragmen
redcoat	redcoats
australian	australians
featherweight	featherweights
liberate	liberated|liberating|liberates
traditionalist	traditionalists
mangrove	mangroves
greensward	greenswarded
abscess	abscesses|abscessing|abscessed
surrender	surrendering|surrendered|surrenders
equations	equation
spore	spores|sporing|spored
vicegerent	vicegerents
dictionary	dictionaries
hydroacoustics	hydroacoustic
matched	matches|match|matching
sponsorship	sponsorships
heroes	heroess
encryption	encryptions
snort	snorted|snorting|snorts
javelin	javelins
tryst	trysts|trysting|trysted
seeking	seeks|seek|sought
proving	proves|proved|prove|proven
assonant	assonants
automated	automate|automates
sparks	sparked|sparking|spark
continuer	continuers
mapmaker	mapmakers
leucoma	leucomas
lemma	lemmata|lemmas
howf	howfs|howfing
briquette	briquettes|briquetted|briquetting
adiposity	adiposities
errant	errants
exhumer	exhumers
psychopath	psychopaths
isomerize	isomerized|isomerizing
chroma	chromas
scouse	scouses
unhardened	unharden
unbudging	unbudged
majorette	majorettes
dopant	dopants
hairbrush	hairbrushes
statued	status|statuing
flatulence	flatulences
grumbler	grumblers
overland	overlands
hipped	hips|hipping|hip
literacy	literacies
renovator	renovators
trabecula	trabeculas
turgor	turgors
algor	algors
states	stated|state|stating
ribband	ribbands
written	writes|writing|write|wrote
kinfolk	kinfolks
grummet	grummets
lumberer	lumberers
visored	visors|visoring|visor
untether	untethers
drawbar	drawbars
interpolation	interpolations
didactics	didactic
repudiation	repudiations
alert	alerting|alerted|alerts
radius	radii
diseconomies	diseconomy
perpetrate	perpetrated|perpetrating|perpetrates
stemware	stemwares
pk	pks
aerobe	aerobes
abashed	abashing|abash|abashes
superannuated	superannuate|superannuating
banian	banians
rake	raking|raked|rakes
falconry	falconries
coryza	coryzas
deformity	deformities
cadmium	cadmiums
postdate	postdating|postdates|postdated
vitiator	vitiators
inverse	inversing|inversed|inverses
overstay	overstayed|overstaying|overstays
tankard	tankards
leanness	leannesses
confraternity	confraternities
quiche	quiches
jurywoman	jurywomen
egest	egesting|egests|egested
swarded	swarding|swards|sward
elaboration	elaborations
macadam	macadams
atman	atmans
obdurate	obdurated|obdurating
accommodate	accommodating|accommodates|accommodated
unranked	unrank
bestow	bestowed|bestows|bestowing
contact	contacting|contacted|contacts
magilp	magilps
bewilder	bewilders|bewildering|bewildered
hacienda	haciendas
misconceive	misconceiving|misconceived|misconceives
nominator	nominators
boundary	boundaries
supplication	supplications
sombrero	sombreroed|sombreros
ethicize	ethicized|ethicizing|ethicizes
licensor	licensors
regression	regressions
incinerator	incinerators
yin	yins
tempura	tempuras
voting	votes|vote|voted
comparison	comparisons
catechu	catechus
spectrometry	spectrometries
vein	veined|veins|veining
viand	viands
flutist	flutists
polling	polls|polled|poll
voltmeter	voltmeters
approximate	approximated|approximating|approximates
teenage	teenaged
pendency	pendencies
suttee	suttees
shoplift	shoplifts|shoplifted|shoplifting
panicum	panicums
poultice	poulticed|poulticing|poultices
consociate	consociating|consociated
grapheme	graphemes
raisin	raisins
spillage	spillages
rashness	rashnesses
amylum	amylums
sob	sobbing|sobs|sobbed
flamenco	flamencos
