opener	openers
banisher	banishers
scrap	scrapped|scrapping|scraps
logwood	logwoods
topee	topees
generalizer	generalizers
purgative	purgatives
suppressant	suppressants
dewlapped	dewlaps|dewlap
suspended	suspend|suspends|suspending
rhetor	rhetors
disoblige	disobliging|disobliged|disobliges
rawness	rawnesses
snifter	snifters
waveform	waveforms
withdrawn	withdrawing|withdrew|withdraws|withdraw
accordance	accordances
literalise	literalising|literalised
counterfeit	counterfeiting|counterfeits|counterfeited
unsmart	unsmarting
separator	separators
infest	infesting|infests|infested
corrade	corrades|corrading|corraded
bps	bp
oblast	oblasts
ware	wares|waring|wared
skiffle	skiffling|skiffles|skiffled
monopolize	monopolizes|monopolized|monopolizing
chloralose	chloralosed
transmitter	transmitters
cogency	cogencies
agouty	agouties
secede	secedes|seceding|seceded
vault	vaulting|vaults|vaulted
eighty	eighties
standardise	standardised
auscultation	auscultations
unfashioned	unfashion
leeward	leewards
bastinado	bastinadoing|bastinadoes|bastinadoed
conflagration	conflagrations
outport	outports
unbuild	unbuilds|unbuilding|unbuilded
vow	vows|vowed|vowing
cloudburst	cloudbursts
outfly	outflying|outflies
sterilise	sterilised|sterilising
dropouts	dropout
aetiology	aetiologies
dematerialise	dematerialising|dematerialised
deplume	deplumes|deplumed|depluming
falling	fell|fallings|fallen|fall|falls
unisolated	unisolate|unisolating
steal	stolen|stole|stealing|steals
enhancement	enhancements
physiotherapy	physiotherapies
festinate	festinated|festinating
engagement	engagements
blip	blipping|blips|blipped
decollate	decollating|decollated
bagging	bagged|bag|baggings|bags
hexade	hexades
lee	lees
preteen	preteens
inscriber	inscribers
centralizer	centralizers
understood	understand|understands|understanding
turnsole	turnsoles
divorced	divorcing|divorces|divorce
calculation	calculations
prognostic	prognostics
north	norths|northing
grouch	grouches|grouching|grouched
aerobatic	aerobatics
daredevil	daredevils
bowpot	bowpots
poetics	poetic
underdose	underdosed|underdosing
decanter	decanters
humidify	humidifies|humidified|humidifying
chandler	chandlers
trichites	trichite
overfeeding	overfeeds|overfeed|overfed
nosegay	nosegays
comb	combing|combed|combs
prowess	prowesses|prowessed
adulterate	adulterates|adulterated|adulterating
beshrew	beshrewed|beshrews|beshrewing
jute	jutes
rappel	rappelled|rappels|rappelling
misgiven	misgive|misgave|misgiving|misgives
consenter	consenters
specified	specify|specifies|specifying
life	lives
enigma	enigmas|enigmata
rush	rushed|rushes|rushing
socialite	socialites
objective	objectives
piazza	piazzas|piazzaed
corporality	corporalities
giglot	giglots
download	downloads|downloading|downloaded
jujube	jujubes
basalt	basalts
spraying	spray|sprays|sprayed
on	ons
undeviating	undeviated
gourd	gourding|gourds|gourded
annual	annuals
midinette	midinettes
requirement	requirements
trollop	trollops
headway	headways
lags	lag|lagging|lagged
contradict	contradicts|contradicting|contradicted
chorister	choristers
valance	valances|valanced|valancing
distributions	distribution
unground	ungrounded
genie	genii|genies
hypertrophied	hypertrophy|hypertrophying|hypertrophies
authorization	authorizations
dimerism	dimerisms
curse	cursing|curst|curses
oligomer	oligomers
majorized	majorize
gastronome	gastronomes
strife	strifes
anthropologist	anthropologists
interdict	interdicted|interdicts|interdicting
pet	petting|pets|petted
feoff	feoffed|feoffing|feoffs
hatband	hatbands
simpleton	simpletons
endeavour	endeavouring|endeavoured
kier	kiers
exuviate	exuviates|exuviating|exuviated
alder	alders
tinman	tinmen
valvule	valvules
assist	assisting|assists|assisted
swum	swimming|swam|swim|swims
playtime	playtimes
domineering	domineers|domineer|domineered
sans	san
revolutionary	revolutionaries
sashay	sashaying|sashays|sashayed
conversationalist	conversationalists
estaminet	estaminets
chappie	chappies
roll	rolls|rolling|rolled
affront	affronts|affronting|affronted
blistering	blister|blisters|blistered
whipsawing	whipsawed|whipsaws|whipsaw
sponsorship	sponsorships
unvaried	unvarying
canter	canting|canters|cants|canted
jerry	jerries
discard	discarding|discards|discarded
sheik	sheiks
fatling	fatlings
procrastinator	procrastinators
dominate	dominated|dominating|dominates
apercu	apercus
ununited	ununiting
siding	side|sidings|sided|sides
wool	wooled|wools
chalaza	chalazas
incurve	incurved|incurves|incurving
discern	discerning|discerned|discerns
flub	flubs|flubbing|flubbed
retrospective	retrospectives
funny	funnies
throw	threw|throwing|thrown|throws
feeze	feezing|feezes|feezed
revival	revivals
stripper	strippers
looper	loopers
angle	angles|angled|angling
delete	deleting|deletes|deleted
stifling	stifles|stifle|stifled
rumble	rumbles|rumbling|rumbled
inspirer	inspirers
denaturalise	denaturalising|denaturalised
confiscation	confiscations
mapmaker	mapmakers
duettist	duettists
quiet	quieting|quieted|quiets
exciton	excitons
prospector	prospectors
frosting	frosted|frostings|frost|frosts
wildfire	wildfires
mosque	mosques
frustule	frustules
feoffee	feoffees
shin	shinned|shinning|shins
eggs	egg|egging|egged
reentry	reentries
bichloride	bichlorides
unblock	unblocks|unblocked|unblocking
climbing	climbs|climbed|climb
tend	tends|tending|tended
curtsey	curtseyed|curtseying|curtseys
snig	snigging|snigs|snigged
outwatch	outwatching|outwatches|outwatched
crest	crests|cresting|crested
outworn	outwearing|outwears|outwear|outwore
abo	abos
samsara	samsaras
crosses	crossed|crossing|cross
arbitrage	arbitrages
abbot	abbots
assenter	assenters
felon	felons
lout	louting|louted|louts
promising	promises|promise|promised
shirk	shirks|shirked|shirking
skinflint	skinflints
gamester	gamesters
plebeianise	plebeianising|plebeianised
cassette	cassettes
valved	valves|valving|valve
slinked	slunk|slinks|slinking|slink
undid	undo|undoes|undone|undoing
swamis	swami
geometrician	geometricians
sonic	sonics
camelopard	camelopards
teach	teaches|teaching|taught
baboon	baboons
submit	submitted|submitting|submits
crux	cruxes
battleground	battlegrounds
campsite	campsites
westerlies	westerly
doublure	doublures
vert	verts
lung	lungs|lunging|lunged
revolutionise	revolutionising|revolutionised
hydromagnetic	hydromagnetics
brewage	brewages
cestoid	cestoids
feria	ferias
visit	visits|visiting|visited
bedspread	bedspreads
larder	larders
vase	vases
cascade	cascading|cascaded|cascades
localization	localizations
sixpence	sixpences
catechesis	catecheses
kneecap	kneecapping|kneecaps
neglect	neglecting|neglected|neglects
devastation	devastations
spoilage	spoilages
trinity	trinities
fairyism	fairyisms
gnaw	gnawing|gnawn|gnaws
cilice	cilices
repel	repels|repelled|repelling
dockland	docklands
tuffet	tuffets
rasp	rasping|rasped|rasps
zenana	zenanas
skua	skuas
enfetter	enfetters
mouthwash	mouthwashes
akene	akenes
broker	brokers
languet	languets
lengthened	lengthen|lengthens|lengthening
opaque	opaques|opaquing|opaqued
upstairs	upstair
murrain	murrains
nonsense	nonsenses
timepiece	timepieces
wedge	wedging|wedged|wedges
asphyxia	asphyxias
reflected	reflecting|reflect|reflects
rebinding	rebounds|rebound|rebounded|rebounding
effluence	effluences
oceanwards	oceanward
animals	animal
flogging	flogged|flog|flogs|floggings
morpheme	morphemes
painting	paint|paintings|paints|painted
proscribe	proscribes|proscribing|proscribed
neurotic	neurotics
bootlicker	bootlickers
cpu	cpus
barbecue	barbecueing|barbecues
berhyme	berhyming|berhymes|berhymed
rioter	rioters
underdraw	underdrawing
wile	wiling|wiled|wiles
flasket	flaskets
juror	jurors
nettle	nettling|nettles|nettled
elide	elides|eliding|elided
deliver	delivers|delivered|delivering
disappoint	disappointed|disappoints|disappointing
limited	limiteds|limiting|limits|limit
laid	layers|layered|layer|layering
tis	tied|ti
battleship	battleships
lexicon	lexicons
modesty	modesties
dilating	dilated|dilate|dilates
cocainize	cocainizing|cocainized
ferret	ferreting|ferrets|ferreted
bomber	bombers
expendable	expendables
splenectomy	splenectomies
spoil	spoilt|spoiling|spoils
dib	dibs|dibbing|dibbed
marbling	marble|marbled|marbles|marblings
scamper	scampering|scampered|scampers
dedicate	dedicating|dedicated|dedicates
flunk	flunks|flunking|flunked
denouncement	denouncements
salami	salamis
thickening	thicken|thickened|thickens
schappe	schapped|schappes|schapping
esthete	esthetes
penicillate	penicillated
fisher	fishers
consul	consuls
camisole	camisoles
jewfish	jewfishes
myself	ourselves
outpour	outpoured|outpouring|outpours
scrimmage	scrimmaged|scrimmages|scrimmaging
xiphoid	xiphoids
shah	shahs
enumeration	enumerations
cauterise	cauterised|cauterising
evolution	evolutions
unbandage	unbandaged|unbandaging
ironwood	ironwoods
jut	juts|jutting|jutted
proctoscopy	proctoscopies
yugoslavian	yugoslavians
prevent	prevented|prevents|preventing
cyder	cyders
imputed	impute|imputing|imputes
influence	influences|influenced|influencing
underrate	underrating|underrated|underrates
cling	clung|clinging|clings
alphorn	alphorns
croon	crooning|croons|crooned
lacing	laces|laced|lace|lacings
parchment	parchments
boldness	boldnesses
hellbox	hellboxes
crevasse	crevasses|crevassing|crevassed
decide	decides|deciding|decided
corsage	corsages
tousled	tousling|tousles|tousle
intersperse	intersperses|interspersed|interspersing
writhe	writhed|writhes|writhing
expressway	expressways
magnifying	magnified|magnify|magnifies
foreseer	foreseers
snubbed	snub|snubbing|snubs
discolour	discolouring|discoloured
kindergarten	kindergartens
locking	lockings|locked|locks|lock
pedestal	pedestalling|pedestals|pedestalled
contumacy	contumacies
array	arraying|arrays|arrayed
oppugn	oppugning|oppugned|oppugns
ogre	ogres
nide	nides|niding|nided
cultivator	cultivators
fudge	fudges|fudged|fudging
monotint	monotints
kiwi	kiwis
totalize	totalized|totalizes|totalizing
definer	definers
complete	completing|completes|completed
baton	batons
nihilism	nihilisms
boredom	boredoms
prerogative	prerogatives|prerogatived
silversmith	silversmiths|silversmithing
imperil	imperiling|imperils|imperiled
rebel	rebelled|rebels|rebelling
flatbed	flatbeds
abettal	abettals
apostleship	apostleships
spec	specs
jamb	jambed|jambing|jambs
methodic	methodics
superconducting	superconduct
sibilate	sibilates|sibilating|sibilated
alarum	alarums
inconsistence	inconsistences
braille	brailles|brailled|brailling
geld	gelding|gelt|gelds
radiogram	radiograms
resound	resounds|resounding|resounded
jeroboam	jeroboams
spy	spies|spied|spying
ahimsa	ahimsas
clank	clanked|clanks|clanking
emancipation	emancipations
ingle	ingles
laciniate	laciniated
unpraised	unpraising
deflect	deflecting|deflects|deflected
november	novembers
burst	bursting|bursts
careers	career|careering|careered
punt	punts|punted|punting
enfranchisement	enfranchisements
absolver	absolvers
believe	believes|believed|believing
unmuffle	unmuffling|unmuffles|unmuffled
pryer	pryers
lutanist	lutanists
metonymy	metonymies
trier	triers
sayyid	sayyids
fag	fags|fagged|fagging
siren	sirens
confirmed	confirms|confirm|confirming
stutterer	stutterers
overaccentuate	overaccentuating|overaccentuated
sanction	sanctioned|sanctions|sanctioning
mainstream	mainstreams
steeper	steepers
boll	bolls|bolling|bolled
frustrated	frustrating|frustrates|frustrate
litany	litanies
relevance	relevances
repatriation	repatriations
septette	septettes
sapidity	sapidities
prentice	prentices|prenticed|prenticing
wasting	wasted|waste|wastes
piston	pistons
ineligible	ineligibles
punster	punsters
alfa	alfas
precomposed	precompose
unsheathe	unsheathes|unsheathing|unsheathed
cluster	clustering|clusters|clustered
caching	cached|caches
fusser	fussers
absolution	absolutions
chevy	chevies|chevied|chevying
flagstone	flagstones
thunderstorm	thunderstorms
shahdom	shahdoms
detractor	detractors
undelayed	undelaying
collision	collisions
barograph	barographs
overstrike	overstriking|overstrikes
impanel	impanelling|impanels|impanelled
undefined	undefine
trials	trial
libido	libidos
pot	potting|pots|potted
monosyllable	monosyllables
lierne	liernes
quenelle	quenelles
aliquot	aliquots
anecdotist	anecdotists
aphylly	aphyllies
uniformize	uniformized|uniformizing
confabulate	confabulated|confabulates|confabulating
halloween	halloweens
seducing	seduces|seduce|seduced
vapouring	vapoured|vapour|vapours
ni	nis
brimmer	brimmers
pash	pashing|pashed|pashes
hysteric	hysterics
warted	wart|warts
polar	polars
loriner	loriners
dyarchy	dyarchies
wales	waling|wale|waled
featherbedding	featherbed|featherbedded
vitalise	vitalises|vitalised|vitalising
len	lens
master	mastering|mastered|masters
paronym	paronyms
wing	winging|winged|wings
protruding	protrudes|protruded|protrude
hardware	hardwares
efficacy	efficacies
socage	socages
editor	editors
slushing	slush|slushes|slushed
disaffection	disaffections
glycoside	glycosides
midrib	midribbed|midribs
stood	stand|stands|standing
madonna	madonnas
management	managements
ensphere	enspheres|ensphering|ensphered
breeding	breedings|breed|bred|breeds
inspector	inspectors
yin	yins
fritillary	fritillaries
acquaint	acquaints|acquainted|acquainting
promisee	promisees
boko	bokos
orpin	orpins
enravish	enravishing|enravishes|enravished
handspring	handsprings
pinnule	pinnules
mastermind	masterminding|masterminds|masterminded
deracinate	deracinating|deracinated
others	other
heavy	heavies
loved	loving|love|loves
sonority	sonorities
outreason	outreasons
dissenter	dissenters
emissary	emissaries
pouf	poufs|poufed
aldehyde	aldehydes
acerbate	acerbated|acerbates|acerbating
rolled	rolls|rolling|roll
diapason	diapasons
appreciation	appreciations
outlaw	outlawed|outlawing|outlaws
deuce	deucing|deuces|deuced
misaddress	misaddresses|misaddressed|misaddressing
burier	buriers
assortment	assortments
analytic	analytics
given	gave|give|giving|gives|givens
poste	posted|posting
tourist	tourists
estimator	estimators
manumission	manumissions
forger	forgers
budget	budgeting|budgeted|budgets
outbreaking	outbreaks|outbreak
dictating	dictates|dictated|dictate
auntie	aunties
founded	founder|founders|foundered|foundering
stunted	stunting|stunts|stunt
epigrammatize	epigrammatized|epigrammatizing
alexin	alexins
filcher	filchers
objectivize	objectivized|objectivizing
gilder	gilders
upthrow	upthrowing|upthrows
spireme	spiremes
macron	macrons
dropper	droppers
terrapin	terrapins
antilogy	antilogies
germen	germens
crabber	crabbers
inseparable	inseparables
contrived	contriving|contrive|contrives
carouser	carousers
aswoon	aswooned
intervale	intervaling|intervaled
jane	janes
robbery	robberies
alcove	alcoves|alcoved
goneness	gonenesses
sartor	sartors
outland	outlands
sforzando	sforzandos
idealise	idealised|idealising|idealises
squatter	squatters
parti	partied|partis
mar	mars|marred|marring
americanize	americanized|americanizing|americanizes
licensor	licensors
shivoo	shivoos
booted	booting|boots|boot
dispatch	dispatched|dispatches|dispatching
passionary	passionaries
trawl	trawls|trawled|trawling
revanch	revanches
hybrid	hybrids
crowning	crowned|crown|crowns
rumination	ruminations
lei	leis
avian	avians
sardine	sardines
frenetic	frenetics
fiord	fiords|fiorded
hemisphere	hemispheres|hemisphered
paralogize	paralogized|paralogizing
isagogic	isagogics
alienist	alienists
pug	pugged|pugs|pugging
cartography	cartographies
whiplash	whiplashes
wincey	winceys
tarring	tarred|tar|tars
indemnify	indemnifying|indemnified|indemnifies
unapparelled	unapparel
quass	quasses
reader	readers
gabardine	gabardines
loco	locos|locoes|locoed|locoing
besieger	besiegers
commandeer	commandeering|commandeers|commandeered
extortioner	extortioners
